9,6,"*with Matt Kelly **with Lee Oskar/, Greg Errico/, Kesey/, etc. ***with John CipollinaFM broadcast KSAN-San Francisco - TV broadcast KQED-San Francisco - Bill Graham flies in on a joint - Blues Brothers/, then NRPS opened - /""Breakfast served at dawn/"" - last /""Sunshine Daydream/"": 07-13-76 [160] - /""Other One/"" is first verse only - /""Dark Star/"" is first verse only - last /""Dark Star/"": 10-18-74 [187] - last /""We Bid You Goodnight/"": 12-31-76 [140]"
10,1,"04-29-71 Fillmore East/, New York/, N.Y. (Thu)"
10,2,"1: Truckin/, Bertha/, Hurts Me Too/, Cumberland> Me & My Uncle/, Bird Song/, Playin/, Loser/, Dark Hollow/, Hard To Handle/, Ripple/, Bobby McGee/, Casey Jones"
10,3,"2: Morning Dew/, Minglewood/, Sugar Magnolia/, Black Peter/, BIODTL/, Second That Emotion/, Alligator> Drums> Jam> GDTRFB> Cold Rain/, China Cat> I Know You Rider/, Greatest> Johnny B. Goode"
10,4,"E1: Uncle John E2: Midnight Hour> We Bid You Goodnight"
10,5,"/""Me & My Uncle/"" appears on /""Skull Fuck/"" - final /""Alligator/"" - final /""Second That Emotion/"" - last Fillmore East show - also: NRPS - Orchestra $4.50"
11,1,"09-10-91 Madison Square Garden/, New York/, N.Y. (Tue)"
11,2,"1: Shakedown> C. C. Rider> Train To Cry/, B. T. Wind/, High Time/, Cassidy/, Deal"
11,3,"2: Help> Slipknot> Franklin's/, Estimated> Dark Star> Drumz> Dark Star> Miracle> SOTM> Lovelight E: Baby Blue"
11,4,"with Branford Marsalis"
12,1,"05-09-77 War Memorial Auditorium/, Buffalo/, N.Y. (Mon)"
12,2,"1: Help> Slipknot> Franklin's/, Cassidy/, B. E. Women/, Mexicali/, Tennessee Jed/, Big River/, Peggy-O/, Sunrise/, Music"
12,3,"2: Bertha> Good Lovin/, Ship Of Fools/, Estimated> Other One> Drums> NFA> Comes A Time> Sugar Magnolia E: Uncle John"
12,4,"last /""Mexicali/"": 10-19-74 [65]"
13,1,"07-08-78 Red Rocks Amphitheatre/, Morrison/, Co. (Sat)"
13,2,"1: Bertha> Good Lovin/, Dire Wolf/, El Paso/, Roses/, Minglewood/, Ramble On/, Promised/, Deal"
13,3,"2: Samson/, Ship Of Fools/, Estimated> Other One> Eyes> Drumz> Wharf Rat> Franklin's> Sugar Magnolia E: Terrapin> Saturday Night/, Werewolves"
14,1,"10-16-89 Meadowlands Arena/, East Rutherford/, N.J. (Mon)"
14,2,"1: Picasso Moon> Half Step/, Stranger/, Good Times/, Built To Last/, Memphis Blues/, Let It Grow> Deal"
14,3,"2: Dark Star> Playin> Uncle John> Playin> Drumz> Take You Home> Miracle> Dark Star> Attics> Playin E: We Bid You Goodnight"
14,4,"Bob Weir's 42nd birthday"
15,1,"02-14-70b Fillmore East/, New York/, N.Y. (Sat)"
15,2,"Electric-1: Casey Jones**/, Mama Tried/, Hard To Handle*"
15,3,"Acoustic: Monkey & Engineer/, Dark Hollow*/, All Around This World*/, Wake Up Little Susie> Black Peter/, Uncle John/, Katie Mae"
15,4,"Electric-2: Dancin**/, China Cat**> I Know You Rider**> High Time**/, Dire Wolf**/, Alligator**> Drums**> Me & My Uncle**> NFA**> Mason's Children**> Caution**> Feedback**> We Bid You Goodnight**"
15,5,"*appears on /""Bear's Choice/"" **appears on /""Dick's Picks Vol 4/""11:30 show - first /""Dark Hollow/""- Bear's Choice shows - billing: GD; Allman Brothers Band; Love"
16,1,"06-28-74 Boston Garden/, Boston/, Ma. (Fri)"
16,2,"1: Half Step> Roses> Jack Straw/, BIODTL/, Deal/, Mexicali/, Tennessee Jed/, Bobby McGee/, Loose Lucy/, El Paso/, Sugaree/, Around1.5: Phil & Ned*"
16,3,"2: Sugar Magnolia*> Scarlet*/, Big River*/, To Lay Me Down*/, Me & My Uncle*/, Row Jimmy*/, WRS Prelude*> WRS Part 1*> Let It Grow*> Space*> Mind Left Body Jam*> Jam*> U. S. Blues*/, Promised*> GDTRFB*> Sunshine Daydream* E: Ship Of Fools*"
16,4,"*appears on /""Dick's Picks Vol 12/""/""Jam/"" contains /""Dark Star/"" hints and /""Space/"""
17,1,"02-28-69 Fillmore West/, San Francisco/, Ca. (Fri)"
17,2,"1: Morning Dew/, Schoolgirl/, Doin That Rag/, King Bee/, Lovelight"
17,3,"2: Cryptical> Other One> Cryptical> Dark Star> St. Stephen> The Eleven> Death Don't/, Alligator> Drums> Alligator> Caution> Feedback> We Bid You Goodnight"
17,4,"billing: GD; Pentangle; Sir Douglas Quintet"
18,1,"05-26-73 Kezar Stadium/, San Francisco/, Ca. (Sat)"
18,2,"1: Promised/, Deal/, Jack Straw/, Tennessee Jed/, Race Is On/, Sugaree/, Mexicali/, Row Jimmy/, L. L. Rain/, TLEO/, Playin"
18,3,"2: H. C. Sunshine/, El Paso/, Loser/, BIODTL/, You Ain't Woman Enough/, Box Of Rain/, China Cat> I Know You Rider/, Big River/, Bertha/, Around"
18,4,"3: Half Step/, Me & My Uncle/, He's Gone> Truckin> Other One> Eyes> China Doll/, Sugar Magnolia E: Casey Jones"
18,5,"afternoon concert - billing: GD; NRPS; Waylon Jennings"
19,1,"11-06-77 Broome County Arena/, Binghamton/, N.Y. (Sun)"
19,2,"1: Half Step/, Jack Straw/, Tennessee Jed/, Mexicali> Me & My Uncle/, FOTD/, Minglewood/, Dupree's/, Passenger/, Dire Wolf/, Music"
19,3,"2: Samson/, Sunrise/, Scarlet> Fire> Good Lovin/, St. Stephen> Drums> NFA> Wharf Rat> St. Stephen> Truckin E: Johnny B. Goode"
19,4,"/""Take A Step Back/"" before /""Tennessee Jed/"""
20,1,"02-18-71 Capitol Theater/, Port Chester/, N.Y. (Thu)"
20,2,"1: Bertha/, Truckin/, Hurts Me Too/, Loser/, Greatest> Johnny B. Goode/, Mama Tried/, Hard To Handle/, Dark Star> Wharf Rat> Dark Star> Me & My Uncle"
20,3,"2: Casey Jones/, Playin/, Bobby McGee/, Candyman/, Big Boss Man/, Sugar Magnolia/, St. Stephen> NFA> GDTRFB> NFA> Uncle John"
20,4,"first /""Bertha/"" - first /""Greatest/"" - first /""Loser/"" - first /""Playin/"" - first /""Wharf Rat/"" - Mickey's last show until 10-20-74 - E.S.P. show - also: NRPS - this run was recorded for /""Skull Fuck/""; none of it was used"
21,1,"04-28-71 Fillmore East/, New York/, N.Y. (Wed)"
21,2,"1: Truckin/, BIODTL/, Loser/, El Paso/, The Rub/, Bird Song/, Playin/, Cumberland/, Ripple/, Bobby McGee/, King Bee/, Bertha"
21,3,"2: Morning Dew/, Me & My Uncle/, Deal/, Hard To Handle/, Cryptical> Drums> Other One> Wharf Rat/, Sugar Magnolia/, Dark Star*> St. Stephen*> NFA*> GDTRFB*> NFA*"
21,4,"*with Tom Constanten also: NRPS - Orchestra $4.50 - /""Drums/"" and /""Other One/"" appear on /""Skull Fuck/"""
22,1,"06-10-73 Robert F. Kennedy Stadium/, Washington/, D.C. (Sun)"
22,2,"1: Morning Dew/, BIODTL/, Ramble On/, Jack Straw/, Wave That Flag/, L. L. Rain/, Box Of Rain/, TLEO/, Race Is On/, Row Jimmy/, El Paso/, Bird Song/, Playin"
22,3,"2: Eyes> Stella Blue/, Big River/, H. C. Sunshine/, Around/, Dark Star> He's Gone> Wharf Rat> Truckin/, Sugar Magnolia"
22,4,"3: Train To Cry*/, That's Alright Mama*/, Promised*/, NFA*> GDTRFB*> Drums*> NFA*/, Johnny B. Goode*"
22,5,"*with Allman Brothers Band and Merl SaundersWet Willie/, then Allman Brothers Band opened - first /""That's Alright Mama/"" - first /""Train To Cry/"" - final /""Wave That Flag/"" - /""Half Step/"" appears on some tapes but is likely from a different show"
23,1,"10-18-74 Winterland Arena/, San Francisco/, Ca. (Fri)"
23,2,"1: Around/, Sugaree/, Mexicali/, Peggy-O/, BIODTL/, B. E. Women/, Cumberland/, El Paso/, Tennessee Jed/, Jack Straw/, Row Jimmy/, WRS Prelude> WRS Part 1> Let It Grow"
23,3,"2: Phil & Ned> Jam> Dark Star> Morning Dew"
23,4,"3: Promised> Bertha> Greatest/, Ship Of Fools/, NFA> GDTRFB> Saturday Night E: U. S. Blues"
23,5,"/""Beer Barrel Polka/"" tuning before /""Mexicali/"" - final /""WRS Part 1/"" - final /""WRS Prelude/"" - /""Sugaree/""/, /""BIODTL/"" and /""Ship Of Fools/"" appear on /""Steal Your Face/"""
24,1,"05-11-72 Rotterdam Civic Hall/, Rotterdam/, The Netherlands (Thu)"
24,2,"1: Playin/, Sugaree/, Mr. Charlie/, B. T. Wind/, Deal/, Chinatown Shuffle/, Mexicali/, China Cat> I Know You Rider/, Hurts Me Too/, BIODTL/, B. E. Women/, Jack Straw/, Big RxR Blues/, Good Lovin/, Casey Jones"
24,3,"2: Morning Dew/, Me & My Uncle/, Two Souls/, El Paso/, Tennessee Jed/, Next Time/, Dark Star> Drums> Dark Star> Sugar Magnolia> Caution> Who Do You Love> Truckin> Uncle John E: Saturday Night"
24,4,"final /""Caution/"" - final /""Who Do You Love/"""
25,1,"02-15-73 Dane County Coliseum/, Madison/, Wi. (Thu)"
25,2,"1: Loose Lucy/, BIODTL/, B. E. Women/, Mexicali/, Tennessee Jed/, L. L. Rain/, Box Of Rain/, Row Jimmy/, Jack Straw/, China Cat> I Know You Rider/, Me & My Uncle/, Bertha/, Playin/, Casey Jones"
25,3,"2: H. C. Sunshine/, El Paso/, You Ain't Woman Enough/, TLEO/, Big River/, Dark Star> Eyes> China Doll/, Promised/, Sugaree/, Sugar Magnolia E: Uncle John/, Saturday Night"
25,4,"sound check: /""Loose Lucy/,/"" /""Jack Straw/,/"" /""Box Of Rain/,/"" /""Uncle John/"" - first /""You Ain't Woman Enough/"""
26,1,"02-26-77 Swing Auditorium/, San Bernardino/, Ca. (Sat)"
26,2,"1: Terrapin/, Minglewood/, TLEO/, Estimated/, Sugaree/, Mama Tried/, Deal/, Playin> Wheel> Playin"
26,3,"2: Samson/, Tennessee Jed/, Music/, Help> Slipknot> Franklin's/, Promised/, Eyes> Dancin> Around"
26,4,"E: U. S. Blues"
26,5,"first /""Estimated/"" - first /""Terrapin/"""
27,1,"10-27-79 Cape Cod Coliseum/, South Yarmouth/, Ma. (Sat)"
27,2,"1: Jack Straw/, Candyman/, Me & My Uncle> Big River/, B. E. Women/, Easy To Love You/, Minglewood/, Stagger Lee/, Sailor> Saint> Deal"
27,3,"2: Dancin> Franklin's/, He's Gone> Caution Jam> Other One> Drumz> NFA> Black Peter> Around E: Saturday Night"
27,4,"last /""Caution Jam/"": 10-22-78 [68]"
28,1,"02-09-73 Roscoe Maples Pavilion/, Stanford U./, Palo Alto/, Ca. (Fri)"
28,2,"1: Promised/, Row Jimmy/, B. T. Wind/, Deal/, Me & My Uncle/, Sugaree/, L. L. Rain/, Loose Lucy/, Mexicali/, B. E. Women/, El Paso/, H. C. Sunshine/, Playin"
28,3,"2: China Cat> I Know You Rider/, Jack Straw/, TLEO/, Truckin> Eyes> China Doll/, Big River/, Ramble On/, Box Of Rain/, Wave That Flag/, Sugar Magnolia/, Uncle John/, Around E: Casey Jones"
28,4,"/""Beer Barrel Polka/"" tuning before /""Mexicali/"" - first /""China Doll/"" - first /""Eyes/"" - first /""H. C. Sunshine/"" - first /""Loose Lucy/"" - first /""TLEO/"" - first /""Row Jimmy/"" - first /""Wave That Flag/"""
29,1,"09-20-90 Madison Square Garden/, New York/, N.Y. (Thu)"
29,2,"1: Stranger/, Althea/, All Over Now/, Ramble On/, El Paso/, B. E. Women/, Greatest/, U. S. Blues"
29,3,"2: Truckin> China Cat> I Know You Rider> Woman Smarter> Drumz> Dark Star> Playin Reprise> Dark Star> Throwing Stones> Touch E: Lovelight"
29,4,"last /""El Paso/"": 04-03-89 [113] - last /""Playin Reprise/"": 07-04-89 [92]"
30,1,"05-19-74 Portland Memorial Coliseum/, Portland/, Or. (Sun)"
30,2,"1: Half Step/, Mexicali/, Big RxR Blues/, B. T. Wind/, Scarlet/, BIODTL/, Tennessee Jed/, Bobby McGee/, Sugaree/, Jack Straw/, Roses/, El Paso/, Loose Lucy/, Money Money/, China Cat> I Know You Rider"
30,3,"2: Promised> Bertha> Greatest/, Ship Of Fools/, WRS Prelude> WRS Part 1> Let It Grow> Wharf Rat/, Big River/, Peggy-O/, Truckin> Jam> Mind Left Body Jam> NFA> GDTRFB/, Saturday Night E: U. S. Blues"
30,4,"/""Tico Tico/"" tuning before /""Promised/"""
31,1,"06-18-74 Freedom Hall/, Louisville/, Ky. (Tue)"
31,2,"1: Promised/, Roses/, B. T. Wind/, Ramble On/, BIODTL/, Loser/, Mexicali/, Eyes> China Doll/, Around"
31,3,"2: Loose Lucy/, El Paso/, Row Jimmy/, WRS Prelude> WRS Part 1> Let It Grow> Other One> It's A Sin Jam> Stella Blue/, Big River/, Tennessee Jed/, Sugar Magnolia E: Morning Dew"
31,4,"only /""It's A Sin Jam/"""
32,1,"10-19-74 Winterland Arena/, San Francisco/, Ca. (Sat)"
32,2,"1: Half Step/, Me & My Uncle/, FOTD/, BIODTL/, Roses/, El Paso/, Loose Lucy/, B. T. Wind/, Scarlet/, To Lay Me Down/, Mama Tried/, Eyes> China Doll/, Big River 1.5: Phil & Ned"
32,3,"2: Uncle John/, Big RxR Blues/, Race Is On/, Tomorrow Is Forever/, Mexicali/, Dire Wolf/, Sugar Magnolia> He's Gone> Truckin> Caution Jam> Drums> Space> Truckin> Black Peter/, Sunshine Daydream"
32,4,"E: Saturday Night/, U. S. Blues"
32,5,"last /""Mama Tried/"": 07-31-71 [235] - final/last /""Tomorrow Is Forever/"": 12-11-72 [114] - /""Half Step/""/, /""El Paso/""/, /""B. T. Wind/""/, /""Big River/"" and /""U. S. Blues/"" appear on /""Steal Your Face/"""
33,1,"06-09-77 Winterland Arena/, San Francisco/, Ca. (Thu)"
33,2,"1: Half Step/, Jack Straw/, TLEO/, Cassidy/, Sunrise/, Deal/, L. L. Rain/, Loser/, Music"
33,3,"2: Samson/, Help> Slipknot> Franklin's/, Estimated> St. Stephen> NFA> Drums> St. Stephen> Terrapin> Sugar Magnolia E1: U. S. Blues E2: Saturday Night"
33,4,"/""Funiculi Funicula/"" tuning before /""Help/"""
34,1,"10-31-91 Oakland Coliseum Arena/, Oakland/, Ca. (Thu)"
34,2,"1: Help> Slipknot> Franklin's/, Rooster/, Loser/, Tom Thumb Blues/, Let It Grow"
34,3,"2: Scarlet> Fire/, Truckin> Spoonful*> Dark Star**> Drumz> Jam*> Dark Star*> Last Time*> SOTM> Throwing Stones> NFA E: Werewolves*"
34,4,"*with Gary Duncan **also with Ken Keseyfinal/last /""Werewolves/"": 10-31-90 [84]"
35,1,"03-23-95 Charlotte Coliseum/, Charlotte/, N.C. (Thu)"
35,2,"1: Half Step/, Wang Dang Doodle/, Cold Rain/, El Paso@/, Loser/, Easy Answers/, So Many Roads"
35,3,"2: Unbroken Chain/, Scarlet> Fire> Corinna> Matilda> Drumz> Jam> Space> Days Between*> Good Lovin E: The Weight"
35,4,"*Bruce on keyboards and Vince on grand pianowith Bruce Hornsby on grand piano - last /""Space/"": 02-20-91 [306] - final /""The Weight/"""
36,1,"05-26-72 The Strand Lyceum/, London/, England (Fri)"
36,2,"1: Promised/, Sugaree/, Mr. Charlie/, B. T. Wind/, Loser/, Next Time/, El Paso/, Dire Wolf/, Two Souls/, Playin/, He's Gone/, Cumberland/, Jack Straw/, Chinatown Shuffle/, China Cat> I Know You Rider/, NFA> GDTRFB> NFA"
36,3,"2: Truckin> Other One> Drums> Other One> Morning Dew> Other One> Sing Me Back Home/, Me & My Uncle/, Ramble On/, Sugar Magnolia/, Casey Jones E: Saturday Night"
36,4,"/""Truckin/"" and /""Morning Dew/"" appear on /""Europe '72/"" - final /""Chinatown Shuffle/"" - final /""Mr. Charlie/"" - final /""Next Time/"" - final /""Two Souls/""- also: NRPS"
37,1,"11-01-85 Richmond Coliseum/, Richmond/, Va. (Fri)"
37,2,"1: Dancin> Cold Rain/, Rooster/, Stagger Lee/, Me & My Uncle> Big River/, B. E. Women/, Jack Straw> Don't Ease"
37,3,"2: Samson/, High Time/, He's Gone> Spoonful> Comes A Time> Sailor> Drumz> Saint> Gimme Some Lovin> She Belongs To Me> Gloria E: Day Job"
38,1,"02-24-74 Winterland Arena/, San Francisco/, Ca. (Sun)"
38,2,"1: U. S. Blues/, Mexicali/, B. E. Women/, BIODTL/, Candyman/, Jack Straw/, China Cat> I Know You Rider/, El Paso/, Loser/, Playin"
38,3,"2: Cumberland/, Roses/, Big River/, Bertha/, WRS Prelude> WRS Part 1> Let It Grow> Row Jimmy/, Ship Of Fools/, Promised/, Dark Star> Morning Dew/, Sugar Magnolia> NFA> GDTRFB> NFA E: Baby Blue"
38,4,"last /""Baby Blue/"": 09-26-72 [105]"
39,1,"08-13-75 Great American Music Hall/, San Francisco/, Ca. (Wed)"
39,2,"1: Help*> Slipknot*> Franklin's*/, Music*/, Roses*/, Eyes*> Drums*> Stronger Than Dirt*"
39,3,"2: Around*/, Sugaree*/, Big River*/, Crazy Fingers> Drums*> Other One Jam*> Sage And Spirit> GDTRFB*/, U. S. Blues/, Blues For Allah"
39,4,"*FM broadcast on 9/1 - Metromedia Networkentire show comprises /""One From The Vault/"" - final /""Blues For Allah/"" - first /""Music/"" - first /""Sage And Spirit/"""
40,1,"07-13-84 Greek Theatre/, U. of California/, Berkeley/, Ca. (Fri)"
40,2,"1: Bertha> Greatest/, Dire Wolf/, C. C. Rider/, Loser/, Cassidy/, Dupree's/, Bucket> Might As Well"
40,3,"2: Scarlet> Touch> Fire> Woman Smarter> Drumz> Wheel> Miracle> Stella Blue> Sugar Magnolia E: Dark Star"
40,4,"last /""Dark Star/"": 12-31-81 [167] - shooting star before Dark Star"
41,1,"03-24-90 Knickerbocker Arena/, Albany/, N.Y. (Sat)"
41,2,"1: LTGTR> Help> Slipknot> Franklin's/, Walking Blues*/, Loser/, Desolation Row/, Tennessee Jed> Saturday Night"
41,3,"2: Playin*> Uncle John*> Terrapin*> Mind Left Body Jam*> Drumz*> Wheel*> Watchtower*> Stella Blue*> NFA* E: We Bid You Goodnight*"
41,4,"*appears on /""Dozin' At The Knick/""last /""Mind Left Body Jam/"": 12-30-83 [431]"
42,1,"02-14-68 Carousel Ballroom/, San Francisco/, Ca. (Wed)"
42,2,"1: Schoolgirl/, Dark Star> China Cat> The Eleven> Lovelight"
42,3,"2: Cryptical> Other One> Cryptical> New Potato Caboose> Born Cross-Eyed> Spanish Jam/, Alligator> Caution> Feedback E: Midnight Hour"
42,4,"second set dedicated to the memory of Neal Cassidy - FM broadcast KMPX-San Francisco - Official Opening - /""St. Valentine's Day/, Be Mine/"" poster - also: Country Joe & The Fish"
43,1,"06-28-85 Hershey Park Stadium/, Hershey/, Pa. (Fri)"
43,2,"1: Cold Rain> Promised/, Ramble On/, Superstitious> Bottom/, Bird Song> Comes A Time> Deal"
43,3,"2: Music> Tom Thumb Blues/, Estimated> Terrapin> Drumz> Miracle> Morning Dew> Throwing Stones> NFA E: Day Job"
43,4,"final /""Bottom/"" - final /""Superstitious/"""
44,1,"09-26-91 Boston Garden/, Boston/, Ma. (Thu)"
44,2,"1: Jack Straw> Cold Rain/, Wang Dang Doodle/, Candyman/, Mexicali> Cumberland/, Picasso Moon> Box Of Rain"
44,3,"2: Dark Star> Saint> Eyes> Drumz> Other One> Dark Star> Attics> Good Lovin E: Brokedown> We Bid You Goodnight"
44,4,"final/last /""We Bid You Goodnight/"": 07-14-90 [107]"
45,1,"09-22-93 Madison Square Garden/, New York/, N.Y. (Wed)"
45,2,"1: Help> Slipknot> Franklin's> Minglewood/, Ramble On/, Masterpiece/, Bird Song*"
45,3,"2: Easy Answers*/, Lazy River Road*/, Estimated*> Dark Star*> Drumz*> Wharf Rat*> Throwing Stones**> Lovelight** E: IFTL"
45,4,"*with David Murray **also with James Cotton/""Shangri-La/"" tuning before /""Ramble On/"""
46,1,"11-07-71 Harding Theater/, San Francisco/, Ca. (Sun)"
46,2,"1: Truckin/, B. E. Women/, BIODTL/, Hideaway/, Sugaree/, Jack Straw/, Tennessee Jed/, Cumberland/, El Paso/, Big RxR Blues/, Comes A Time/, Mexicali/, Saturday Night"
46,3,"2: Ramble On/, Bobby McGee/, Loser/, Sugar Magnolia/, Dark Star> Drums> Other One> Me & My Uncle> Other One/, Deal/, Brokedown/, Playin/, Casey Jones/, NFA> GDTRFB> NFA E: Johnny B. Goode/, Uncle John"
46,4,"FM broadcast KSFX-San Francisco - first /""Hideaway/"" - /""Dark Star/"" is first verse only - also: NRPS"
47,1,"06-14-91 Robert F. Kennedy Stadium/, Washington/, D.C. (Fri)"
47,2,"1: Cold Rain/, Wang Dang Doodle/, Jack A Roe/, Big River> Maggie's Farm/, Row Jimmy/, B. T. Wind/, Tennessee Jed/, Music"
47,3,"2: Help> Slipknot> Franklin's/, Estimated> Dark Star> Drumz> Stella Blue> Lovelight E: Baby Blue"
47,4,"/""Dark Star/"" is first verse only - Dwight Yoakam opened"
48,1,"10-14-94 Madison Square Garden/, New York/, N.Y. (Fri)"
48,2,"1: Jack Straw> West L. A./, Queen Jane/, Lazy River Road/, El Paso@/, Ramble On/, Box Of Rain"
48,3,"2: Scarlet> Fire/, L. L. Rain/, Samba/, Corinna> Jam> Drumz> Miracle> Attics> Lovelight E: Liberty"
49,1,"11-08-69 Fillmore Auditorium/, San Francisco/, Ca. (Sat)"
49,2,"Schoolgirl/, Casey Jones/, Dire Wolf/, Easy Wind/, King Bee/, China Cat> I Know You Rider> High Time/, Mama Tried/, Good Lovin/, Cumberland/, Dark Star> Other One> Dark Star> Uncle John's Jam> Dark Star> St. Stephen> The Eleven> Caution> The Main Ten> Caution> Feedback> We Bid You Goodnight"
49,3,"The New Old Fillmore - also: South Bay Experimental Flash; Alligator"
50,1,"06-26-74 Providence Civic Center/, Providence/, R.I. (Wed)"
50,2,"1: Big River/, B. E. Women/, BIODTL/, Scarlet/, B. T. Wind/, Row Jimmy/, Mexicali/, Deal/, Race Is On/, Half Step/, El Paso/, Ship Of Fools/, WRS Prelude> WRS Part 1> Let It Grow> Roses 1.5: Phil & Ned"
50,3,"2: U. S. Blues/, Me & My Uncle/, Jam*> China Cat*> I Know You Rider*/, Truckin*> Other One Jam*> Spanish Jam*> Wharf Rat*> Sugar Magnolia* E: Eyes*"
50,4,"*appears on /""Dick's Picks Vol 12/""/""Beer Barrel Polka/"" tuning before /""Truckin/"" - last /""Other One Jam/"": 06-19-68 [602]"
51,1,"05-07-77 Boston Garden/, Boston/, Ma. (Sat)"
51,2,"1: Bertha/, Cassidy/, Deal/, Jack Straw/, Peggy-O/, Minglewood/, Half Step> Big River/, Tennessee Jed/, Music"
51,3,"2: Terrapin> Samson/, FOTD/, Estimated/, Eyes> Drums> Wheel> Wharf Rat> Around E: U. S. Blues"
51,4,"Bill Kreutzmann's 31st birthday"
52,1,"03-19-95 The Spectrum/, Philadelphia/, Pa. (Sun)"
52,2,"1: Alabama/, Walking Blues/, So Many Roads/, Easy Answers> Don't Ease/, Unbroken Chain"
